product_id,product_title,handle,existing_tags,contributing_skus,already_tagged,action,error
gid://shopify/Product/15035664204149,Harry T84H Rear-Collect Lawn Tractor with Hydrostatic Drive,harry-t84h-rear-collect-lawn-tractor-with-hydrostatic-drive,,T84H,no,applied,
gid://shopify/Product/15042718466421,HF 2417 HME Premium Lawn Tractor with Versamow® Mulching,honda-hf-2417-hme-premium-garden-tractor,,C-HF2417HME,no,applied,
gid://shopify/Product/8320795377831,Simplicity Broadmoor SYT410 Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive & Lawn-Striping Rollers,simplicity-broadmoor-syt410-724cc-122cm-twin-cylinder-side-discharge-garden-tractor-with-hydrostatic-drive-and-lawn-striping-rollers,"Best Garden Tractor Deals, Best Side Discharge Lawn Tractors, Garden Tractor Deals, Simplicity Garden Tractors, Simplicity Lawn-Striping Tractors, Top Ride-On Lawnmowers - Lowest Prices Online!",SIMP-SYT410,no,applied,
gid://shopify/Product/15728116466037,Feider HRTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,feider-hrtf220-pro-two-wheel-rear-tine-rotary-cultivator,,C-HRTF220,no,applied,
gid://shopify/Product/8321223721127,Simplicity Courier™ SZT350 Zero-Turn Ride-On Mower,simplicity-courier-szt350-724cc-132cm-twin-cylinder-zero-turn-ride-on-mower-with-lawn-striping-rollers,"Best Zero Turn Ride-on Mower Deals, Find the best value Zero Turn Ride Lawnmower with MowDirect!, New for 2018, Simplicity Zero-Turn Ride-On Mowers, Simplicity Zero-Turn Ride-On Mowers Simplicity, Top Ride-On Lawnmowers - Lowest Prices Online!",C-2691696,no,applied,
gid://shopify/Product/15207772586357,HONDA HRM 1500BC Live Miimo Robotic Lawnmower,honda-hrm-1500bc-live-miimo-robotic-lawnmower,,HRM-1500BC,no,applied,
gid://shopify/Product/15561987719541,Spectrum TG40SE Self-Propelled Petrol Lawnmower with Electric Start (Amazon),spectrum-tg40se-self-propelled-petrol-lawnmower-with-electric-start-amazon,,C-TG40SE-AMZ,no,applied,
gid://shopify/Product/8321311441063,Racing 139PTIL63 Petrol Front-Tine Tiller,racing-139ptil63-c-139cc-36cm-petrol-front-tine-tiller-cultivator,"10 Groundbreaking Tiller Deals, August Bank Holiday Sale 2020, Autumn Preview, Beat the Spring Rush, Best Front Tine Tiller Deals, Black Friday 2019, Christmas Gift Ideas from MowDirect, Christmas Specials Promo, Daily Express 26.03.22, Daily Mirror 26.03.22, Front-Tine Tillers, Garden Machinery For Next Day Delivery, Garden Products, Great Gifts for Christmas, Homepage Recommendations, January Sales, July Special Offers, Machinery With Up To 50% Discount | MowDirect Black Friday Garden Deals, Petrol Cultivators, Racing Tillers & Cultivators, The Spring Clean Up Begins, Tillers, Tillers & Scarifiers | MowDirect Black Friday Garden Deals, Top 10 Winter Products, Top Deals from MowDirect!, Winter Sale",RAC139PTIL,no,applied,
gid://shopify/Product/8321692270759,Mountfield MTF 98M SD Side-Discharge Lawn Tractor with Manual Drive,mountfield-mtf-98m-sd-352cc-98cm-single-cylinder-side-discharge-lawn-tractor-with-manual-drive,"Best Side Discharge Lawn Tractors, Garden Machinery For Next Day Delivery, Lawm Tractors and Ride On, Lawn Tractors | MowDirect Black Friday Garden Deals, Meet our Gardening Super-Stars..., Mountfield Best-Selling Ride-Ons Mowers & Lawn Tractors, Mountfield Lawn Tractors, Mountfield Lawn Tractors - T30M T38M and T38MSD, Mountfield Ride-On Mowers & Lawn Tractors, Mountfield Tractors",MF-2T0515403/CAS,no,applied,
gid://shopify/Product/15816860139893,Spectrum TG561-SWT Self Propelled Wheeled Trimmer (Amazon),spectrum-tg561-swt-self-propelled-wheeled-trimmer-copy,Winter Sale,TG561-SWT-AMZ,no,applied,
gid://shopify/Product/15207829668213,HONDA Miimo HRM 2500BC Live Robot Lawnmower,honda-miimo-hrm-2500bc-live-robot-lawnmower,,HRM-2500BC,no,applied,
gid://shopify/Product/15209417212277,Honda Izy HRG 416 SK Self Propelled Petrol Lawn Mower,honda-izy-hrg-416-sk-petrol-lawn-mower,,HRG416SK,no,applied,
gid://shopify/Product/14972094054773,Alpina AT3 98AST Side Discharge Lawn Tractor,alpina-at3-98ast-side-discharge-lawn-tractor,Homepage Recommendations,C-2T0510404/A22,no,applied,
gid://shopify/Product/15639038394741,HONDA WH20 Self Priming Water Pump,honda-wh20-self-priming-water-pump,Missing Product Type,WH20XT,no,applied,
gid://shopify/Product/15553901560181,Spectrum TG50-Utility Lawnmower (Amazon),spectrum-tg50-utility-lawnmower-amazon,,C-TG50-UTILITY-AMZ,no,applied,
gid://shopify/Product/8321612251303,Harry TS40-S 2-in-1 Petrol Lawn Scarifier/Aerator,harry-ts40-s-40cm-212cc-2-in-1-petrol-lawn-scarifier-and-aerator,"10 Top Petrol Scarifiers, Aerator and Scarifier Deals, Aerators & Scarifiers, Best Aerator and Scarifier Deals, Black Friday 2019, Christmas Specials Promo, January Sales, Tillers & Scarifiers | MowDirect Black Friday Garden Deals, Top Deals from MowDirect!",HAR-TS40S,no,applied,
gid://shopify/Product/8321057783975,Mountfield SP505R-V Variable-Speed Petrol Rear-Roller Lawnmower (with Honda Engine),mountfield-sp505r-v-167cc-48cm-variable-speed-petrol-rear-roller-lawnmower-with-honda-engine,"Best Variable Speed Rear Roller Petrol Lawnmowers, Honda Powered Lawn Mowers - Rear-Roller, Lawnmowers Powered by Honda, Mountfield, Mountfield Petrol Lawnmowers, Mountfield Rear-Roller Lawnmowers, Mountfield Rear-Roller Petrol Lawnmowers, Petrol Rear-Roller Rotary Lawnmowers, Petrol Roller Lawnmower Deals, The Best Striping Mowers for the Classic British Lawn, Top 30 Summer Time Products, Twinclip Roller Range",MF-SP505R-V,no,applied,
gid://shopify/Product/15208796717429,Honda HRD 536 QX Self-Propelled Rear Roller Petrol Lawn Mower,honda-hrd-536-qx-self-propelled-rear-roller-petrol-lawn-mower,,HRD536QY,no,applied,
gid://shopify/Product/8321668612263,Echo CS-310ES Petrol Chainsaw (35cm Guide Bar),echo-cs-310es-31cc-petrol-chainsaw-with-35cm-guide-bar,"Chainsaws | MowDirect Black Friday Garden Deals, Echo Petrol Chainsaws, Petrol Chainsaw Deals, Petrol Chainsaws, Winter Garden Care, Winter Sale",ECH-CS310ES-35,no,applied,
gid://shopify/Product/8321594851495,Mountfield HP41 Hand-Propelled Petrol Lawnmower,mountfield-hp41-123cc-39cm-hand-propelled-petrol-lawnmower,"Best Push 4-Wheel Petrol Lawn Mowers with Collection, Best Push 4-Wheel Petrol Lawnmower Deals, Garden Machinery For Next Day Delivery, Hand-Propelled 4-Wheel Petrol Lawnmower Deals, Homepage Recommendations, Meet our Gardening Super-Stars..., Mountfield, Mountfield Hand-Propelled 4-Wheel Petrol Lawnmowers, Mountfield Lawnmowers, Mountfield Petrol Lawnmowers, Mountfield Steel Deck Hand Propelled Lawnmowers, Petrol Lawnmowers for Under £300, Push 4-Wheel Petrol Lawn Mower Best Sellers, Top 50 Gifts, Winter Sale",MF-HP41,no,applied,
gid://shopify/Product/15209421406581,Honda Izy HRG 466 PK Petrol Lawn Mower,honda-izy-hrg-466-pk-petrol-lawn-mower,,HRG-466-PK,no,applied,
gid://shopify/Product/8321444479143,Feider FBT420 Petrol Chipper,feider-fbt420-15hp-420cc-petrol-chipper-shredder,"Autumn Preview, Best Petrol Chipper Shredder Deals, Black Friday 2019, Chippers and Shredders | Black Friday Deals | MowDirect, Feider Chipper-Shredders, Feider Petrol Chipper-Shredders, Feider-Autumn-Winter-Promo, January Sales, Petrol Chipper-Shredder Best Sellers, Petrol Chipper-Shredder Deals, Top Deals on Garden Chipper Shredders!",FBT420,no,applied,
gid://shopify/Product/15561982443893,Spectrum DM26PBV Petrol Blower-Vac (Amazon),spectrum-dm26pbv-petrol-blower-vac-amzon,"Black Friday & Cyber Week 2024 Deals, Garden Machinery For Fast Delivery, Garden Machinery For Next Day Delivery, Hand Held Garden Blower-Vac Deals, Handheld Leaf-Blowers & Garden Blower-Vacs, Homepage Recommendations",C-DM26PBV-AMZ,no,applied,
gid://shopify/Product/15208858845557,Honda HRD 536 HX Self-Propelled Petrol Lawn Mower,honda-hrd-536-hx-self-propelled-petrol-lawn-mower,,HRD-536-HX,no,applied,
gid://shopify/Product/15208688550261,Honda HRN 536 VY Self-Propelled Petrol Lawn Mower,honda-hrn-536-vy-self-propelled-petrol-lawn-mower,,HRN-536-VY,no,applied,
gid://shopify/Product/8320692420775,Echo HCA-265ES-HD Long-Reach Petrol Hedgetrimmer,echo-hca-265es-hd-25cc-long-reach-petrol-hedgetrimmer-with-54cm-articulating-blades,"Echo Hedgetrimmers, Echo Long-Reach Hedgetrimmers, Hedge Trimmers | MowDirect Black Friday Garden Deals, Hedgetrimmers | Winter Garden Care, Long-Reach Hedgecutters & Hedgetrimmers, Winter Garden Care",ECH-HCA-265ES-HD,no,applied,
gid://shopify/Product/14873206686069,Alpina AT2 66 QA Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,alpina-at2-66-qa-compact-rear-collect-side-discharge-ride-on-mower-with-manual-drive,"Black Friday & Cyber Week 2024 Deals, Homepage Recommendations, Ride-on Mower Deals, Top Ride-On Lawnmowers - Lowest Prices Online!",C-2T0053404/A22,no,applied,
gid://shopify/Product/8320703332519,Echo CS-4310SX Petrol Chainsaw (40cm Guide Bar),echo-cs-4310sx-43cc-petrol-chainsaw-with-40cm-guide-bar,"Echo Petrol Chainsaws, Petrol Chainsaw Deals, Petrol Chainsaws",ECH-CS-4310SX,no,applied,
gid://shopify/Product/8321042612391,Echo HC-2320 Petrol Hedgetrimmer,echo-hc-2320-21cc-professional-petrol-hedgetrimmer-with-64cm-blades,"Echo Double-Sided Hedgecutters, Echo Hedgetrimmers, Echo Petrol Hedgecutters, Hedge Trimmers | MowDirect Black Friday Garden Deals, Hedgetrimmers | Winter Garden Care, Petrol Hedgecutter Deals, Winter Garden Care",ECH-HC-2320,no,applied,
gid://shopify/Product/15656788558197,UMS 425 LN 4-stroke Bent Shaft Petrol Brushcutter,ums-425-ln-4-stroke-bent-shaft-petrol-brushcutter,Missing Product Type,UMS-425-LN,no,applied,
gid://shopify/Product/15619887464821,Honda HRN 536 VK Self-Propelled Petrol Lawn Mower,honda-hrn-536-vk-self-propelled-petrol-lawn-mower,Missing Product Type,HRN536VK,no,applied,
gid://shopify/Product/8321666154663,Echo CS-2511TESC Top-Handle Petrol Arborist's Chainsaw (25cm Guide Bar),echo-cs-2511tesc-25cc-top-handle-petrol-arborist-chainsaw-with-25cm-guide-bar,"Chainsaws | MowDirect Black Friday Garden Deals, Echo Petrol Chainsaws, Petrol Chainsaw Deals, Winter Garden Care",ECH-CS-2511TESC,no,applied,
gid://shopify/Product/8320659587239,Echo ES-250ES Shred N' Vac® Handheld Petrol Blower-Vacuum,echo-es-250es-shred-n-vac-25cc-handheld-petrol-blower-vacuum,"Blower & Vacs | MowDirect Black Friday Garden Deals, Echo Hand-Held Garden Blowers & Blower-Vacs, Echo Power Blowers, Hand Held Garden Blower-Vac Deals, Handheld Leaf-Blowers & Garden Blower-Vacs",ECH-ES-250ES,no,applied,
gid://shopify/Product/8321113194663,Echo CS-501SX Petrol Chainsaw (45cm Guide Bar),echo-cs-501sx-50cc-x-series-petrol-chainsaw-with-45cm-guide-bar,"Chainsaws | MowDirect Black Friday Garden Deals, Echo Petrol Chainsaws, Petrol Chainsaw Deals, Winter Garden Care",CS-501SX/45,no,applied,
gid://shopify/Product/15209465839989,Honda Izy HRG 466 SK Self-Propelled Petrol Lawn Mower,honda-izy-hrg-466-sk-self-propelled-petrol-lawn-mower,,HRG466SK,no,applied,
gid://shopify/Product/15208022147445,Honda HHH 25S 75E Hedge Trimmer,honda-hhh-25s-75e-hedge-trimmer,,HHH25S75ET,no,applied,
gid://shopify/Product/15441531896181,Webb Walk-Behind Vacuum,webb-walk-behind-vacuum-blower,,WEBB-WBV,no,applied,
gid://shopify/Product/8321728905383,Feider FHT22 Petrol Hedgetrimmer (60cm Blades),feider-fht22-22cc-petrol-hedgetrimmer-with-60cm-blades,"Best Double Sided Petrol Hedgecutters, Best Petrol Hedgetrimmer Deals, Feider, Great Gifts for Christmas, Petrol Hedgecutter Deals, Petrol Hedgetrimmers",FHT22,no,applied,
gid://shopify/Product/8320690159783,Echo HCR-165ES Petrol Hedgetrimmer,echo-hcr-165es-21cc-professional-petrol-hedgetrimmer-with-64cm-blades,"Echo Double-Sided Hedgecutters, Echo Hedgetrimmers, Echo Petrol Hedgecutters, Hedge Trimmers | MowDirect Black Friday Garden Deals, Hedgetrimmers | Winter Garden Care, Petrol Hedgecutter Deals, Winter Garden Care",ECH-HCR-165ES,no,applied,
gid://shopify/Product/8321610186919,Feider PRO 40 Petrol Chainsaw  Kit (40cm Guide Bar),feider-pro-40-41cc-premium-range-petrol-chainsaw-40cm-guide-bar,"Autumn Preview, Best Home-Pro Petrol Chainsaw Range from Feider, Best Petrol Chainsaw Deals, Best Premium Petrol Chainsaws, Chainsaws for Firewood, Chainsaws | MowDirect Black Friday Garden Deals, Chainsaws | Winter Garden Care, Feider Chainsaws Email Promo 2021, Feider Petrol Chainsaws, Feider Petrol Mains-Electric & Cordless Battery Chainsaws, Great Gifts for Christmas, Machinery With Up To 50% Discount | MowDirect Black Friday Garden Deals, Mowdirect Newsletter Promotion, Petrol Chainsaw Deals, Post Summer Clearance, Summer Clearance, Tanaka Chain Saws, Winter Garden Care",FTRTPRO40,no,applied,
gid://shopify/Product/15208069955957,Honda UMK 425 LE 4-Stroke Brush Cutter,honda-umk-425-le-4-stroke-brush-cutter,,UMK-425-LE,no,applied,
gid://shopify/Product/8321043366055,Echo HCR-185ES Petrol Hedgetrimmer,echo-hcr-185es-21cc-professional-petrol-hedgetrimmer-with-75cm-blades,"Echo Double-Sided Hedgecutters, Echo Hedgetrimmers, Echo Petrol Hedgecutters, Hedge Trimmers | MowDirect Black Friday Garden Deals, Hedgetrimmers | Winter Garden Care, Petrol Hedgecutter Deals, Top 10 Hedge Trimmer Deals, Winter Garden Care",ECH-HCR-185ES,no,applied,
gid://shopify/Product/8321036779687,Echo SRM-2621TESU High-Torque Petrol Brushcutter,echo-srm-2621tesu-25cc-high-torque-petrol-brushcutter-with-cowhorn-handlebar,"Best Cowhorn Double Handle Petrol Brushcutters & Line Trimmers, Brushcutters | MowDirect Black Friday Garden Deals, Echo Brushcutters & Line Trimmers, Petrol Brushcutter Deals, Petrol Brushcutters & Line Trimmers",ECH-SRM-2621TESU,no,applied,
gid://shopify/Product/8320796229799,Echo PB-2520 Handheld Petrol Leaf-Blower,echo-pb-2520-handheld-petrol-leaf-blower,"Best Hand-held Blower-Vac Deals, Best Petrol Hand Held Garden Blower-Vacs, Blower & Vacs | MowDirect Black Friday Garden Deals, Echo Hand-Held Garden Blowers & Blower-Vacs, Echo Power Blowers, Garden Machinery For Next Day Delivery",ECH-PB-2520,no,applied,
gid://shopify/Product/8321037435047,Echo SRM-237TESU High-Torque Petrol Brushcutter,echo-srm-237tesu-21cc-high-torque-petrol-brushcutter,"Brushcutters | MowDirect Black Friday Garden Deals, Echo Brushcutters & Line Trimmers, Petrol Brushcutter Deals, Petrol Brushcutters & Line Trimmers",ECH-SRM-237TESU,no,applied,
gid://shopify/Product/15605340602741,Webb WEPS400 40cm (16″) Petrol Lawn Scarifier & Raker,webb-weps400-40cm-16-petrol-lawn-scarifier-raker,Missing Product Type,WEPS400,no,applied,
gid://shopify/Product/8321729364135,Racing 52BPB-2 Petrol Backpack Blower,racing-52bpb-2-52cc-2hp-petrol-backpack-leaf-blower,"Backpack Power Leaf Blower Deals, Best Backpack Leaf Blower Deals, Feider, Mowdirect Newsletter Promotion",RAC52BPB-2,no,applied,
