order_id,created,order_state,line_state,category_code,shop_sku,product_title,quantity,unit_price,line_revenue,commission,effective_rate
1060730908-A,2026-03-03T11:02:14Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1060737494-A,2026-03-03T13:25:13Z,RECEIVED,RECEIVED,PIM_13209,C-TG51PD,Spectrum TG51PD Self-Propelled Petrol Lawnmower,1,229.0,229.0,21.98,9.60
1060751112-A,2026-03-03T19:37:29Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M-827 Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1399.0,1399.0,134.3,9.60
1060754126-A,2026-03-03T21:11:18Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1060769147-A,2026-03-04T12:37:36Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1060783588-A,2026-03-04T19:05:39Z,RECEIVED,RECEIVED,PIM_13209,S154554,Spectrum TG56SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start,1,499.95,499.95,48.0,9.60
1060804045-A,2026-03-05T13:17:40Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-20R-P,Spectrum PFC-20R-P Anti Spill Petrol Can - 20 Litre,2,43.9,43.9,6.32,14.40
1060806483-A,2026-03-05T14:19:38Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M-827 Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1399.0,1399.0,134.3,9.60
1060816100-A,2026-03-05T18:56:24Z,RECEIVED,RECEIVED,PIM_13209,S154554,Spectrum TG56SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start,1,499.95,499.95,48.0,9.60
1060818461-A,2026-03-05T20:15:35Z,RECEIVED,RECEIVED,PIM_13211,2T2010483/M25,Mountfield T30M Gear Drive two-in-one Lawn Tractor,1,1899.0,1899.0,182.3,9.60
1060830886-A,2026-03-06T11:01:26Z,RECEIVED,RECEIVED,PIM_13211,C-DC24-4,Spectrum DC24-4 Ultra-Compact Rear-Collect Side-Discharge or Ride-On Mower with Manual Drive,1,1399.95,1399.95,134.4,9.60
1060834421-A,2026-03-06T12:24:25Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M-827 Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1399.0,1399.0,134.3,9.60
1060854631-A,2026-03-06T23:22:25Z,RECEIVED,RECEIVED,PIM_13211,DCT38H,"Spectrum DCT38H 38"" Lawn Tractor with Hydrostatic Drive",1,1999.95,1999.95,192.0,9.60
1060860147-A,2026-03-07T10:01:43Z,RECEIVED,RECEIVED,PIM_13211,2T2010483/M25,Mountfield T30M Gear Drive two-in-one Lawn Tractor,1,1899.0,1899.0,182.3,9.60
1060872439-A,2026-03-07T14:28:47Z,RECEIVED,RECEIVED,PIM_12703,FRTF220-1,Feider RTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,1,575.0,575.0,55.2,9.60
1060891266-A,2026-03-08T08:42:43Z,RECEIVED,RECEIVED,PIM_12364,KT400-3 PRO,"Spectrum KT400-3 Pro 3-in-1 Petrol Lawn Scarifier, Aerator & Sweeper-Groomer",1,349.95,349.95,62.99,18.00
1060948241-A,2026-03-09T16:51:07Z,RECEIVED,RECEIVED,PIM_13211,C-DC24-4,Spectrum DC24-4 Ultra-Compact Rear-Collect Side-Discharge or Ride-On Mower with Manual Drive,1,1399.95,1399.95,134.4,9.60
1060949819-A,2026-03-09T17:30:40Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M-827 Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1399.0,1399.0,134.3,9.60
1060962117-A,2026-03-10T01:47:27Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M-827 Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1399.0,1399.0,134.3,9.60
1060969863-A,2026-03-10T11:20:28Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061009575-A,2026-03-11T13:53:50Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061034844-A,2026-03-12T10:49:22Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M-827 Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1399.0,1399.0,134.3,9.60
1061046479-A,2026-03-12T15:57:22Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M-827 Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1399.0,1399.0,134.3,9.60
1061054158-A,2026-03-12T20:08:22Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M-827 Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1399.0,1399.0,134.3,9.60
1061059498-A,2026-03-13T06:17:44Z,RECEIVED,RECEIVED,PIM_12364,KT400-3 PRO,"Spectrum KT400-3 Pro 3-in-1 Petrol Lawn Scarifier, Aerator & Sweeper-Groomer",1,399.95,399.95,71.99,18.00
1061080817-A,2026-03-13T17:24:47Z,RECEIVED,RECEIVED,PIM_13211,DCT38H,"Spectrum DCT38H 38"" Lawn Tractor with Hydrostatic Drive",1,1999.95,1999.95,192.0,9.60
1061110531-A,2026-03-14T16:17:29Z,RECEIVED,RECEIVED,PIM_13211,C-DC24-4,Spectrum DC24-4 Ultra-Compact Rear-Collect Side-Discharge or Ride-On Mower with Manual Drive,1,1399.95,1399.95,134.4,9.60
1061129494-A,2026-03-15T11:53:34Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061164877-A,2026-03-16T12:46:48Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061186968-A,2026-03-16T22:03:50Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-10G-M,Spectrum PFC-10G-M Jerry Can - 10 Litre,1,19.95,19.95,2.87,14.39
1061198930-A,2026-03-17T11:44:01Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-SPOUT,Spectrum Metal Jerry Can Spout - PFC-SPOUT,1,8.95,8.95,1.28,14.30
1061214904-A,2026-03-17T17:54:39Z,RECEIVED,RECEIVED,PIM_12364,C-SW420-EXPERT,Spectrum SW420-Expert 2-in-1 Petrol Lawn Scarifier Aerator,1,329.95,329.95,59.39,18.00
1061235906-B,2026-03-18T11:31:23Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-SPOUT,Spectrum Metal Jerry Can Spout - PFC-SPOUT,1,8.95,8.95,1.28,14.30
1061237982-A,2026-03-18T12:16:30Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061238350-A,2026-03-18T12:23:41Z,RECEIVED,RECEIVED,PIM_13209,HFT200,Feider HFT200 Scythe-Bar Mower,1,599.0,599.0,57.5,9.60
1061239747-A,2026-03-18T12:54:21Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061243653-A,2026-03-18T14:21:22Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061248360-A,2026-03-18T16:08:41Z,RECEIVED,RECEIVED,PIM_12703,C-HRTF220,Feider HRTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,1,499.95,499.95,48.0,9.60
1061261194-A,2026-03-18T22:18:01Z,RECEIVED,RECEIVED,PIM_12703,FRTF220-1,Feider RTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,1,575.0,575.0,55.2,9.60
1061265026-A,2026-03-19T07:55:19Z,RECEIVED,RECEIVED,PIM_13211,C-DC24-4,Spectrum DC24-4 Ultra-Compact Rear-Collect Side-Discharge or Ride-On Mower with Manual Drive,1,1399.95,1399.95,134.4,9.60
1061276068-A,2026-03-19T12:23:41Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061276625-A,2026-03-19T12:36:24Z,RECEIVED,RECEIVED,PIM_13211,2T2010483/M25,Mountfield T30M Gear Drive two-in-one Lawn Tractor,1,1899.0,1899.0,182.3,9.60
1061293282-A,2026-03-19T19:12:39Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061312113-A,2026-03-20T11:58:44Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061318045-A,2026-03-20T14:10:23Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061320081-A,2026-03-20T14:53:38Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061328919-A,2026-03-20T18:25:04Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061339211-A,2026-03-21T08:22:24Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061347561-A,2026-03-21T11:25:07Z,RECEIVED,RECEIVED,PIM_13209,HFT200,Feider HFT200 Scythe-Bar Mower,1,599.0,599.0,57.5,9.60
1061360891-A,2026-03-21T15:11:49Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061376519-A,2026-03-21T21:57:06Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061407590-A,2026-03-22T17:18:44Z,RECEIVED,RECEIVED,PIM_12703,C-HRTF220,Feider HRTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,1,499.95,499.95,48.0,9.60
1061412362-B,2026-03-22T19:18:47Z,RECEIVED,RECEIVED,PIM_14786,C-PFC-20G-M,Spectrum PFC-20G-M Jerry Can - 20 Litre,1,24.95,24.95,3.59,14.39
1061416399-A,2026-03-22T21:10:42Z,RECEIVED,RECEIVED,PIM_13209,HFT200,Feider HFT200 Scythe-Bar Mower,1,599.0,599.0,57.5,9.60
1061426210-A,2026-03-23T10:02:24Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061441128-A,2026-03-23T15:03:24Z,RECEIVED,RECEIVED,PIM_13209,C-TG40SE,Spectrum TG40SE Self-Propelled Petrol Lawnmower with Electric Start,1,229.95,229.95,22.08,9.60
1061468824-A,2026-03-24T10:55:27Z,RECEIVED,RECEIVED,PIM_13211,2T2010483/M25,Mountfield T30M Gear Drive two-in-one Lawn Tractor,1,1949.0,1949.0,187.1,9.60
1061469842-A,2026-03-24T11:19:05Z,RECEIVED,RECEIVED,PIM_13209,HFT200,Feider HFT200 Scythe-Bar Mower,1,599.0,599.0,57.5,9.60
1061479796-A,2026-03-24T15:10:09Z,RECEIVED,RECEIVED,PIM_13211,2T2010483/M25,Mountfield T30M Gear Drive two-in-one Lawn Tractor,1,1949.0,1949.0,187.1,9.60
1061497019-A,2026-03-25T06:55:05Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-5R-P,Spectrum PFC-5R-P Anti Spill Petrol Can - 5 Litre,2,23.9,23.9,3.44,14.39
1061521354-A,2026-03-25T17:36:49Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061543615-A,2026-03-26T12:09:08Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061561941-A,2026-03-26T19:57:44Z,RECEIVED,RECEIVED,PIM_12364,KT400-3 PRO,"Spectrum KT400-3 Pro 3-in-1 Petrol Lawn Scarifier, Aerator & Sweeper-Groomer",1,399.95,399.95,71.99,18.00
1061562063-A,2026-03-26T20:00:51Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061568201-A,2026-03-27T04:43:04Z,RECEIVED,RECEIVED,PIM_12658,S154511,Spectrum DM26PB Petrol Leaf Blower,1,109.95,109.95,10.56,9.60
1061572911-A,2026-03-27T09:29:28Z,RECEIVED,RECEIVED,PIM_12703,C-HRTF220,Feider HRTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,1,499.95,499.95,48.0,9.60
1061585771-A,2026-03-27T14:03:30Z,RECEIVED,RECEIVED,PIM_13211,C-DC24-4,Spectrum DC24-4 Ultra-Compact Rear-Collect Side-Discharge or Ride-On Mower with Manual Drive,1,1399.95,1399.95,134.4,9.60
1061590152-A,2026-03-27T15:36:09Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061606533-A,2026-03-28T05:25:10Z,RECEIVED,RECEIVED,PIM_14786,C-PFC-20G-M,Spectrum PFC-20G-M Jerry Can - 20 Litre,2,49.9,49.9,7.19,14.41
1061611767-A,2026-03-28T09:35:52Z,RECEIVED,RECEIVED,PIM_14294,C-SP31130,Spectrum 122cm Towed Spike-Type Roller Aerator - SP31130,1,329.95,329.95,59.39,18.00
1061612384-A,2026-03-28T09:48:47Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061614167-A,2026-03-28T10:25:33Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061614227-A,2026-03-28T10:26:07Z,RECEIVED,RECEIVED,PIM_13211,C-DC24-4,Spectrum DC24-4 Ultra-Compact Rear-Collect Side-Discharge or Ride-On Mower with Manual Drive,1,1399.95,1399.95,134.4,9.60
1061646044-A,2026-03-28T21:09:31Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061661530-A,2026-03-29T11:48:32Z,RECEIVED,RECEIVED,PIM_12703,FRTF220-1,Feider RTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,1,575.0,575.0,55.2,9.60
1061665451-A,2026-03-29T12:57:14Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061670534-A,2026-03-29T14:29:10Z,RECEIVED,RECEIVED,PIM_14786,C-PFC-20G-M,Spectrum PFC-20G-M Jerry Can - 20 Litre,4,99.8,99.8,14.36,14.39
1061670534-A,2026-03-29T14:29:10Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-SPOUT,Spectrum Metal Jerry Can Spout - PFC-SPOUT,2,17.9,17.9,2.58,14.41
1061670902-A,2026-03-29T14:35:54Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061678310-A,2026-03-29T17:00:08Z,RECEIVED,RECEIVED,PIM_14786,C-PFC-20G-M,Spectrum PFC-20G-M Jerry Can - 20 Litre,1,24.95,24.95,3.59,14.39
1061683434-A,2026-03-29T19:01:52Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-SPOUT,Spectrum Metal Jerry Can Spout - PFC-SPOUT,1,8.95,8.95,1.28,14.30
1061685453-A,2026-03-29T19:52:15Z,RECEIVED,RECEIVED,PIM_14786,C-PFC-20G-M,Spectrum PFC-20G-M Jerry Can - 20 Litre,1,24.95,24.95,3.59,14.39
1061685453-A,2026-03-29T19:52:15Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-SPOUT,Spectrum Metal Jerry Can Spout - PFC-SPOUT,1,8.95,8.95,1.28,14.30
1061702067-A,2026-03-30T10:43:33Z,RECEIVED,RECEIVED,PIM_13211,C-T92H,Harry T92H Rear-Collect Lawn Tractor with Hydrostatic Transmission,1,2299.0,2299.0,220.7,9.60
1061703289-A,2026-03-30T11:03:21Z,RECEIVED,RECEIVED,PIM_14786,C-PFC-20G-M,Spectrum PFC-20G-M Jerry Can - 20 Litre,2,49.9,49.9,7.19,14.41
1061705605-A,2026-03-30T11:44:52Z,RECEIVED,RECEIVED,PIM_13209,C-TG51PD,Spectrum TG51PD Self-Propelled Petrol Lawnmower,1,229.0,229.0,21.98,9.60
1061715668-A,2026-03-30T14:38:35Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-20R-P,Spectrum PFC-20R-P Anti Spill Petrol Can - 20 Litre,1,21.95,21.95,3.16,14.40
1061718707-A,2026-03-30T15:34:30Z,RECEIVED,RECEIVED,PIM_13209,S154460,Spectrum TG51SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start,1,329.95,329.95,31.68,9.60
1061721792-A,2026-03-30T16:30:54Z,RECEIVED,RECEIVED,PIM_13211,DCT38M-SDM,"Spectrum DCT38M-SD  38"" Side Discharge and Mulch Lawn Tractor with Manual Drive",1,1699.95,1699.95,163.2,9.60
1061749266-A,2026-03-31T10:32:17Z,RECEIVED,RECEIVED,PIM_14294,C-SP31130,Spectrum 122cm Towed Spike-Type Roller Aerator - SP31130,1,329.95,329.95,59.39,18.00
1061752319-A,2026-03-31T11:30:04Z,RECEIVED,RECEIVED,PIM_13209,C-TG40PD,Spectrum TG40PD Self-Propelled Petrol Lawnmower,1,149.99,149.99,14.4,9.60
1061770995-A,2026-03-31T17:15:16Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-10G-M,Spectrum PFC-10G-M Jerry Can - 10 Litre,1,19.95,19.95,2.87,14.39
1061770995-A,2026-03-31T17:15:16Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-SPOUT,Spectrum Metal Jerry Can Spout - PFC-SPOUT,1,8.95,8.95,1.28,14.30
1061774197-A,2026-03-31T18:27:10Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
1061790731-A,2026-04-01T08:45:12Z,RECEIVED,RECEIVED,PIM_13209,C-TG51PD,Spectrum TG51PD Self-Propelled Petrol Lawnmower,1,229.0,229.0,21.98,9.60
1061801661-A,2026-04-01T12:18:16Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-SPOUT,Spectrum Metal Jerry Can Spout - PFC-SPOUT,1,8.95,8.95,1.28,14.30
1061801661-A,2026-04-01T12:18:16Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-10G-M,Spectrum PFC-10G-M Jerry Can - 10 Litre,1,19.95,19.95,2.87,14.39
1061811369-A,2026-04-01T15:19:13Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-20R-P,Spectrum PFC-20R-P Anti Spill Petrol Can - 20 Litre,1,21.95,21.95,3.16,14.40
1061825222-A,2026-04-01T20:18:15Z,RECEIVED,RECEIVED,PIM_13302,C-PFC-20R-P,Spectrum PFC-20R-P Anti Spill Petrol Can - 20 Litre,1,21.95,21.95,3.16,14.40
1061858208-A,2026-04-02T15:32:54Z,RECEIVED,RECEIVED,PIM_13211,C-MTF66-MQ,Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive,1,1449.0,1449.0,139.1,9.60
