"category";"shop_sku";"title";"brand";"gtin";"variant_group_code";"description";"colour_group";"colour_display_name";"colour_hex_code";"main_image";"image_1";"image_2";"image_3";"image_4";"image_5";"image_6";"image_7";"image_8";"image_9";"image_10";"image_11";"image_12";"image_13";"image_14";"image_15";"image_16";"image_17";"image_18";"image_19";"image_20";"feature_1";"feature_2";"feature_3";"feature_4";"feature_5";"feature_6";"feature_7";"feature_8";"feature_9";"feature_10";"main_product_image";"main_product_name";"disclaimer_options";"made_to_order";"length_1";"length_1_uom";"width_4";"width_4_uom";"height_7";"height_7_uom";"material_11";"depth_23";"depth_23_uom";"wattage_67";"wattage_67_uom";"weight_capacity_76";"weight_capacity_76_uom";"size_121";"finish_306";"design_311";"pack_size_1175";"shipping_weight_10054";"shipping_weight_10054_uom";"economic_operator_name_10394";"economic_operator_address_10399";"economic_operator_email_10404";"manufacturer_name_10409";"manufacturer_address_10414";"manufacturer_email_10419";"product_model_number_10424";"product_safety_warnings_or_safety_guidance_10429"
"Garden/Garden Tools & Gardening Equipment/Wheelbarrows";"C-SP22111";"Spectrum 227kg-Capacity Poly Tipping-Cart / Wheelbarrow | SP22111";"Spectrum";"5065022450412";"C-SP22111";"Spectrum SP22111 Poly Tipping Cart/Wheelbarrow If you regularly need to transport heavy or bulky loads - up to 227kg - around the yard or garden, then the Spectrum SP22111 will prove the perfect work partner! Its corrosion-resistant polypropylene deck ensures you'll get year upon year of rust-free service; its large, 406mm-diameter pneumatic tyres mean that difficult terrain will not prove a problem. The practical and convenient Spectrum SP22111 Poly Cart boasts a foot-pedal tipping mechanism, which makes unloading the contents quick and easy. The wheels on this model are equipped with grease zerks and needle bearings for a long life and simple maintenance. Compatible with all makes and models of tow-capable garden tractor. Please note: this product can also be used as a push cart - simply fold away the towing arm.";"Green";"Green";"#2E7D32";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/sp-sp22111.jpg?v=1723242662";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135256_1.jpg?v=1723242662";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135429.jpg?v=1723242663";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135353.jpg?v=1723242663";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135526.jpg?v=1723242663";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135545.jpg?v=1723242662";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135535.jpg?v=1723242663";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Impressive 227kg load-capacity";"Polypropylene bed for a lengthy service life";"Pneumatic tyres for superior rough-ground stability";"Needle bearings with grease zerks for easy maintenance";"For off-road use only";"";"";"";"";"";"Yes";"Spectrum 227kg-Capacity Poly Tipping-Cart / Wheelbarrow | SP22111";"";"No";"1143";"Millimetres";"762";"Millimetres";"305";"Millimetres";"Polypropylene";"";"";"";"";"28.60";"Kilograms";"";"";"";"1";"28.6";"Kilograms";"";"";"";"";"";"";"";""
