"category";"shop_sku";"title";"brand";"gtin";"variant_group_code";"description";"colour_group";"colour_display_name";"colour_hex_code";"main_image";"image_1";"image_2";"image_3";"image_4";"image_5";"image_6";"image_7";"image_8";"image_9";"image_10";"image_11";"image_12";"image_13";"image_14";"image_15";"image_16";"image_17";"image_18";"image_19";"image_20";"feature_1";"feature_2";"feature_3";"feature_4";"feature_5";"feature_6";"feature_7";"feature_8";"feature_9";"feature_10";"main_product_image";"main_product_name";"disclaimer_options";"made_to_order";"length_1";"length_1_uom";"width_4";"width_4_uom";"height_7";"height_7_uom";"material_11";"depth_23";"depth_23_uom";"weight_61";"weight_61_uom";"packaged_size_1173";"includes_1364";"shipping_weight_10054";"shipping_weight_10054_uom";"economic_operator_name_10394";"economic_operator_address_10399";"economic_operator_email_10404";"manufacturer_name_10409";"manufacturer_address_10414";"manufacturer_email_10419";"product_model_number_10424";"product_safety_warnings_or_safety_guidance_10429"
"DIY/Automotive/Caravans & Trailers/Trailers";"C-SP22124";"Spectrum 227kg-Capacity Steel Tipping Trailer | SP22124";"Spectrum";"9506272847721";"C-SP22124";"Built to meet all your yard and garden haulage requirements, the Spectrum SP22124 Tipping Trailer is equipped with a hardwearing, power-coated stee l bed with an impressive load-capacity of 227kg (500lbs). It's manufactured to last, with its all-steel construction, rugged build-quality and large-diameter axle all working to ensure you'll get years of service from your purchase. Thanks to its high-sided design and wide, stable stance, the Spectrum SP22124 is great for carrying bulky items (logs, fence posts, strimmers, etc.). Large-diameter pneumatic tyres with a grip-tread provide traction and enhance manoeuvrability on rough ground; the incorporation of grease nipples on the wheel bearings makes it easy to keep things running smoothly. Also featured on the Spectrum SP22124 is a removable tailgate, which makes for easy loading and deposition. The universal hitch pin that comes with this model makes it compatible with all brands of ATV and garden tractor.";"Green";"Green";"#2E7D32";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/Spectrum-227kg-Capacity-Steel-Tipping-Trailer-SP22124.jpg?v=1736870758";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A towed garden cart ideal for shifting logs, tools, bales, animal feed and more around your property";"Large-capacity dumper body means fewer trips back and forth";"Handy foot-operated tipping mechanism";"Wide pneumatic tyres for excellent manoeuvrability and traction";"Built to last, with a steel bed, strengthened axle and bearing-mounted wheels";"Universal hitchpin included";"For off-road use only";"";"";"";"Yes";"Spectrum 227kg-Capacity Steel Tipping Trailer | SP22124";"";"No";"147";"Centimetres";"77.5";"Centimetres";"77";"Centimetres";"Steel";"147";"Centimetres";"36.70";"Kilograms";"";"Trailer with universal hitchpin and removable tailgate";"36.7";"Kilograms";"";"";"";"";"";"";"";""
