"category";"shop_sku";"title";"brand";"gtin";"variant_group_code";"description";"colour_group";"colour_display_name";"colour_hex_code";"main_image";"image_1";"image_2";"image_3";"image_4";"image_5";"image_6";"image_7";"image_8";"image_9";"image_10";"image_11";"image_12";"image_13";"image_14";"image_15";"image_16";"image_17";"image_18";"image_19";"image_20";"feature_1";"feature_2";"feature_3";"feature_4";"feature_5";"feature_6";"feature_7";"feature_8";"feature_9";"feature_10";"main_product_image";"main_product_name";"disclaimer_options";"made_to_order";"width_4";"width_4_uom";"height_7";"height_7_uom";"material_11";"depth_23";"depth_23_uom";"weight_61";"weight_61_uom";"wattage_67";"wattage_67_uom";"cable_length_103";"cable_length_103_uom";"cutting_height_112";"cutting_height_112_uom";"blade_length_130";"blade_length_130_uom";"capacity_1164";"capacity_1164_uom";"shipping_weight_10054";"shipping_weight_10054_uom";"economic_operator_name_10394";"economic_operator_address_10399";"economic_operator_email_10404";"manufacturer_name_10409";"manufacturer_address_10414";"manufacturer_email_10419";"product_model_number_10424";"product_safety_warnings_or_safety_guidance_10429"
"Garden/Garden Machinery & Power Tools/Lawn Mowers/Petrol Lawn Mowers";"2T2010483/M25";"Mountfield T30M Gear Drive 2-in-1 Lawn Tractor";"Mountfield";"8008984869042";"2T2010483/M25";"Mountfield T30M Lawn Tractor This ride-on mower will collect or mulch making it a 2-in-1 machine. Having come to a special arrangement with the manufacturer, are now able to provide our customers with an unbeatable deal on this powerful, high-specification lawn tractor from classic British brand, Mountfield! The Mountfield T30M is the perfect 'go to' lawn and garden tractor for customers seeking coverage for lawns around the one acre size. What sets the T30M apart is its twin-bladed 84cm cutter deck - a rare feature in a compact tractor of this size. Twin blades provide a neater, more consistent finish on uneven ground and improve bagging performance, making it possible to mow damp grass without clogging the discharge chute. The deck is fitted with gauge wheels to prevent scalping and turf damage when navigating uneven terrain. Power comes from a 414cc STIGA air-cooled four-stroke engine delivering 8.4hp. Equipped with overhead-valve (OHV) technology, the engine offers reduced noise, lower emissions and excellent fuel efficiency. A six-litre petrol tank and electric key start maximise productivity by reducing downtime and ensuring stress-free starting every time. The Mountfield T30M offers versatile mowing options to suit changing conditions. Grass can be collected in the spacious 200-litre rear bag, rear-discharged directly onto the lawn, or mulched to provide a natural feed for your turf. A seven-position cutting-height adjustment and six-speed manual transmission (5+1) further enhance flexibility. To prolong the life of the cutter deck, Mountfield have incorporated a clever little cleaning port. Simply click your Hozelock attachment to the deck wash, lower your deck, then when you turn the water on and engage your cutters, watch the magic happen! Practical features include from-the-seat grassbag emptying, a front-mounted bumper for engine protection, push-button PTO engagement and a smooth-riding, fully adjustable seat with sprung suspension. The tractor also includes a convenient mow-in-reverse function, saving time and effort when manoeuvring in tight spaces. We think this is just the perfect size lawn tractor to facilitate gardens around the 1 acre size. If you are looking for something a little on the smaller size for the not so large areas, you may wish to look at the MTF66MQ-827, also from Mountfield. This is a compact rider style mower: Why not scroll down to the bottom of this page to see what other products/services we offer in conjunction with this mower?";"Red";"Red";"#C92A2A";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330M_2T2010483M25_full02.jpg?v=1765551807";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330M_2T2010483M25_full03.jpg?v=1773425444";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330M_2T2010483M25_full01_2.jpg?v=1765551807";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330M_2T2010483M25_detail01.jpg?v=1773425444";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330M_2T2010483M25_detail05.jpg?v=1773425444";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330M_2T2010483M25_detail02.jpg?v=1773425444";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330m_2t2010483m25_full01.jpg?v=1734710455";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330M_2T2010483M25_full04.jpg?v=1765551807";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/1330M_2T2010483M25_full05.jpg?v=1765551807";"";"";"";"";"";"";"";"";"";"";"";"";"Unbeatable Value: The best deal available for a lawn tractor of this specification - unmatched in quality and performance.";"Ready to Use: Price includes full assembly and a comprehensive pre-shipping inspection, so your tractor arrives ready to mow.";"Innovative Twin-Blade Design: The first-ever garden tractor with a twin-bladed cutter deck under 90cm, delivering a cleaner, more consistent cut.";"Convenient Grassbag Design: A spacious 200-litre grassbag minimises downtime and can be emptied without leaving the driver's seat.";"Precision Cutting: Seven preset cutting heights, easily adjusted with a spring-assisted lever.";"Versatile Drive Options: A six-speed manual transmission (five forward, one reverse) provides the ideal speed for any mowing task.";"Powerful Performance: Equipped with a high-performance 414cc STIGA 4-stroke OHV engine for reliable, fuel-efficient operation.";"Enhanced Safety: Built-in headlights ensure safe mowing and towing, even in low-light conditions.";"Mow-in-reverse capability allows you to tackle hard-to-reach areas without interruption.";"Backed by an extended five-year manufacturer's warranty for long-term reliability.";"Yes";"Mountfield T30M Gear Drive 2-in-1 Lawn Tractor";"";"No";"110";"Centimetres";"88";"Centimetres";"";"239";"Centimetres";"187.00";"Kilograms";"";"";"";"";"";"";"";"";"200";"Litres";"187";"Kilograms";"";"";"";"";"";"";"";""
"Garden/Garden Machinery & Power Tools/Lawn Mowers/Petrol Lawn Mowers";"C-MTF66-MQ";"Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Gear Drive";"Mountfield";"8008984509856";"C-MTF66-MQ";"This ride-on mower will collect or mulch making it a two-in-one machine. With a cutting-width of a mere 66cm, this ultra-compact ride-on mower from famous British brand, Mountfield, is suitable for obstacle-packed lawns, which are that little bit too big to cover efficiently with a walk-behind machine. The Mountfield MTF66 MQ Ride-On Mower is a recycling mower, which reduces grass clippings to a fine, highly compostable mulch that's spread evenly over the lawn surface, where it will rapidly rot-down and vanish. This process will see the turf benefit from the natural nutrients and moisture released by the decomposition process. Thanks to its five-speed gearbox (4+1), five-stage cutting-height and additional side-discharge function, the Mountfield MTF66 MQ Compact Lawn Rider can be set-up to achieve excellent results, no matter what the weather conditions or grass length. It features an under-seat contact breaker, which optimises safety by ensuring the engine won't run if you're not at the controls, and it's driven by a beefy, 4.8hp (224cc), Stiga ST 250 ES electric-start engine, which boasts an OHV-type layout for reduced noise, wear, vibration and fuel consumption. Unusually for a mulching/side-discharge machine, the versatile Mountfield MTF66 MQ is also collection capable, with the large, 150-litre-capacity grassbag included in the package. You'll also get a mow-in-reverse capability, which increases productivity by allowing you - providing you're totally sure it's safe - to backup with the blade engaged. Side chute, mulch plug and battery charger included worth over £200. PLEASE NOTE: This machine is NOT compatible with light towing. If you are looking for a compact mower with this facility, why not take a look at our Spectrum DC24! This model is covered by a two-year manufacturer's warranty, and is suitable for use across lawns up to around 2000m2.";"Red";"Red";"#C92A2A";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-MTF66MQ_main.jpg?v=1781862498";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-MTF66MQ_main_2.jpg?v=1781862505";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-MTF66MQ_grass_box.jpg?v=1781862512";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-MTF66MQ_right.jpg?v=1781862519";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-MTF66MQ_left_side.jpg?v=1781862526";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/827M_2T0052483CAS_detail05.jpg?v=1773426170";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/827M_2T0052483CAS_detail09.jpg?v=1773426170";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/827M_2T0052483CAS_detail01.jpg?v=1773426170";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/827M_2T0052483CAS_detail02.jpg?v=1773426170";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/827M_2T0052483CAS_detail04.jpg?v=1773426170";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/827M_2T0052483CAS_detail06.jpg?v=1773426170";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/827M_2T0052483CAS_detail13.jpg?v=1773426170";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-mountfield_mtf_66_mq_side_discharge_chute_1_458x458_165d96d1-a2b0-4aea-96f8-4202b3c6a55c.jpg?v=1781862529";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-mountfield-mtf-66-mq-petrol-lawn-rider-224cc_8008984847804_01i.jpg?v=1781862536";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-mountfield-mtf-66-mq-petrol-lawn-rider-224cc_8008984847804_37i.jpg?v=1781862543";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-MTF66MQ_gear_lever.jpg?v=1781862550";"";"";"";"";"";"One of the most compact ride-on mowers available.";"Great for gardens with awkward corners and narrow gateways.";"Designed for lawn areas up to 2000m2.";"Collection, mulching and side-discharge modes for every lawn condition.";"Ultra-dependable and highly efficient OHV engine from Stiga.";"Electric key start eliminates ignition headaches.";"Five-speed transmission for manoeuvrability and flexibility of use.";"Safety enhancing under-seat contact breaker.";"Side-discharge chute and mulching kit included.";"One of the few compact ride-on mowers with a time-saving mow-in-reverse capability.";"Yes";"Mountfield MTF66M Compact Rear-Collect & Side-Discharge Ride-On Mower with Gear Drive";"";"No";"105";"Centimetres";"73";"Centimetres";"";"170";"Centimetres";"129.00";"Kilograms";"3.6";"Kilowatts";"";"";"";"";"";"";"150";"Litres";"129";"Kilograms";"";"";"";"";"";"";"";""
