"category";"shop_sku";"title";"brand";"gtin";"variant_group_code";"description";"colour_group";"colour_display_name";"colour_hex_code";"main_image";"image_1";"image_2";"image_3";"image_4";"image_5";"image_6";"image_7";"image_8";"image_9";"image_10";"image_11";"image_12";"image_13";"image_14";"image_15";"image_16";"image_17";"image_18";"image_19";"image_20";"feature_1";"feature_2";"feature_3";"feature_4";"feature_5";"feature_6";"feature_7";"feature_8";"feature_9";"feature_10";"main_product_image";"main_product_name";"disclaimer_options";"made_to_order";"length_1";"length_1_uom";"width_4";"width_4_uom";"height_7";"height_7_uom";"material_11";"depth_23";"depth_23_uom";"weight_61";"weight_61_uom";"packaged_size_1173";"includes_1364";"shipping_weight_10054";"shipping_weight_10054_uom";"economic_operator_name_10394";"economic_operator_address_10399";"economic_operator_email_10404";"manufacturer_name_10409";"manufacturer_address_10414";"manufacturer_email_10419";"product_model_number_10424";"product_safety_warnings_or_safety_guidance_10429"
"DIY/Automotive/Caravans & Trailers/Trailers";"C-SP22125";"Spectrum 408kg-Capacity High-Sided Steel Tipping Trailer | SP22125";"Spectrum";"5065022450436";"C-SP22125";"Spectrum SP22125 High-Sided Steel Tipping Cart - New Stock for the 2025 Season! With its huge, 408kg capacity and high-sided design, the tow-behind Spectrum SP22125 is capable of safely handling the heaviest and bulkiest loads encountered in the domestic arena. Compatible with any tractor mower or ATV with hitchpin-and-hole linkage, the great-value Spectrum SP22125 High-Sided Trailer runs on large, pneumatic-tyred wheels that provide superior rough-ground stability, and which won't mark delicate lawn surfaces. A tipping mechanism - controlled by foot pedal - simplifies and speeds-up the process of unloading; all-steel construction and a powder-coated finish confer the very best in robustness and durability, with ball-bearing wheel mounts and a strengthened axle contributing further in this regard.";"Green";"Green";"#2E7D32";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/range-sp22125-700w_0eae7934-206b-401b-9b72-24011b191324.jpg?v=1781862239";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A towed garden cart ideal for shifting logs, tools, bales, animal feed and more around your property";"Substantial dumper body means fewer trips back and forth";"High-sided design increases load capacity";"Handy foot-operated tipping mechanism";"Wide pneumatic tyres for excellent manoeuvrability and traction";"Built to last, with a steel bed, strengthened axle and bearing-mounted wheels";"Universal hitchpin included";"For off-road use only";"";"";"Yes";"Spectrum 408kg-Capacity High-Sided Steel Tipping Trailer | SP22125";"";"No";"";"";"";"";"";"";"Steel";"";"";"58.00";"Kilograms";"";"Trailer with universal hitchpin";"58";"Kilograms";"";"";"";"";"";"";"";""
