"shopifyHierarchyId";"sku";"description";"marketingText";"brand";"unitQuantity";"countryOfOriginName";"ageRestriction";"baseColour";"specificColour";"barcode";"vatRate";"image1";"image2";"image3";"image4";"image5";"image6";"image7";"image8";"image9";"image10";"variationId";"width";"height";"depth";"dimensionsUom";"grossWeight";"weightUom";"recycleAdvice";"packagingType";"productFeatures1";"productFeatures2";"productFeatures3";"shippingWidth";"shippingHeight";"shippingDepth";"shippingDimensionsUom";"shippingWeight";"shippingWeightUom";"aerosolPressurisedContainers";"containsBattery";"whatIsInBox";"usageCount";"numberOfUnits";"numberOfPieces";"safetyWarnings";"manufacturersAddress";"utilityCartWagonSize";"utilityCartWagonEuSparePartAvailabilityDuration";"utilityCartWagonEuSparePartAvailabilityDurationUnitOfMeasure";"utilityCartWagonFinish";"utilityCartWagonMaterialComposition";"utilityCartWagonMaximumWeightRecommendation";"utilityCartWagonMaximumWeightRecommendationUnitOfMeasure";"utilityCartWagonWaterproofRating"
"gid://shopify/TaxonomyCategory/hg-12-1-7-13";"C-SP22111";"Spectrum 227kg-Capacity Poly Tipping-Cart / Wheelbarrow | SP22111";"Spectrum SP22111 Poly Tipping Cart/Wheelbarrow If you regularly need to transport heavy or bulky loads - up to 227kg - around the yard or garden, then the Spectrum SP22111 will prove the perfect work partner! Its corrosion-resistant polypropylene deck ensures you'll get year upon year of rust-free service; its large, 406mm-diameter pneumatic tyres mean that difficult terrain will not prove a problem. The practical and convenient Spectrum SP22111 Poly Cart boasts a foot-pedal tipping mechanism, which makes unloading the contents quick and easy. The wheels on this model are equipped with grease zerks and needle bearings for a long life and simple maintenance. Compatible with all makes and models of tow-capable garden tractor. Please note: this product can also be used as a push cart - simply fold away the towing arm.";"Spectrum";"Each";"China";"No";"Green";"";"5065022450412";"20";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/sp-sp22111.jpg?v=1723242662";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135256_1.jpg?v=1723242662";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135429.jpg?v=1723242663";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135353.jpg?v=1723242663";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135526.jpg?v=1723242663";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135545.jpg?v=1723242662";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/20220405_135535.jpg?v=1723242663";"";"";"";"";"";"";"";"";"28.6";"kg";"Recycle metal, plastic and packaging at a local recycling centre.";"Box";"Impressive 227kg load-capacity";"Polypropylene bed for a lengthy service life";"Pneumatic tyres for superior rough-ground";"";"";"";"";"";"";"No";"No";"";"";"";"";"Moving parts and pinch points. Read the instruction manual and wear suitable PPE before use.";"";"";"";"";"";"Steel";"";"";""
