"shopifyHierarchyId";"sku";"description";"marketingText";"brand";"unitQuantity";"countryOfOriginName";"ageRestriction";"baseColour";"specificColour";"barcode";"vatRate";"image1";"image2";"image3";"image4";"image5";"image6";"image7";"image8";"image9";"image10";"variationId";"width";"height";"depth";"dimensionsUom";"grossWeight";"weightUom";"recycleAdvice";"packagingType";"productFeatures1";"productFeatures2";"productFeatures3";"shippingWidth";"shippingHeight";"shippingDepth";"shippingDimensionsUom";"shippingWeight";"shippingWeightUom";"aerosolPressurisedContainers";"containsBattery";"whatIsInBox";"usageCount";"numberOfUnits";"numberOfPieces";"safetyWarnings";"manufacturersAddress";"isWeeeApplicable";"batterySize";"batteryRecyclingInstructions";"batteryAvailableMemorySlots";"batteryBatteryAverageLife";"batteryBatteryAverageLifeTalkTime";"batteryBatteryAverageLifeTalkTimeUnitOfMeasure";"batteryBatteryAverageLifeUnitOfMeasure";"batteryBatteryCapacity";"batteryBatteryCapacityUnitOfMeasure";"batteryBatteryComposition";"batteryBatteryPower";"batteryBatteryPowerUnitOfMeasure";"batteryBatteryType";"batteryBatteryWeight";"batteryBatteryWeightUnitOfMeasure";"batteryCableLength";"batteryCompatibleDevices";"batteryConductor";"batteryConnectorType";"batteryControlMethod";"batteryLegalDisclaimer";"batteryLithiumBatteryEnergyContent";"batteryLithiumBatteryEnergyContentUnitOfMeasure";"batteryLithiumBatteryPackaging";"batteryLithiumBatteryVoltage";"batteryLithiumBatteryVoltageUnitOfMeasure";"batteryLithiumContentUnitOfMeasure";"batteryNumberOfLithiumIonCells";"batteryNumberOfLithiumMetalCells";"batteryOutputWattageUnitOfMeasure";"batteryVoltage";"batteryWattHoursPerBattery";"batteryWattage";"batteryWattageUnitOfMeasure"
"gid://shopify/TaxonomyCategory/hg-12-4-7";"SBS20CB";"Spectrum SBS20CB 40V 2.0Ah Lithium-Ion Battery Pack";"Reliable 40V Power for Lighter Sessions - Spectrum 2.0Ah Battery The Spectrum SBS20CB 40V 2.0Ah Battery Pack is the compact, lightweight entry point to Spectrum's 40V cordless system. Built with high-quality 18650 lithium-ion cells, it delivers consistent, stable voltage throughout the discharge cycle - no dropoff, no hesitation, just reliable power from start to finish. At 2.0Ah it's ideally suited to lighter tools and shorter sessions: trimming, blowing, a quick tidy-up of a small lawn. At just 710g and a pocket-sized 9x8x15cm, it keeps your tool feeling nimble and easy to handle, with no unnecessary bulk. As a spare to your 4.0Ah pack, or as a dedicated battery for your lighter Spectrum tools, the SBS20CB offers an affordable way to extend your cordless system without compromise. It fits and works with every Spectrum 40V tool and charges with any Spectrum 40V charger - standard, fast, or dual.";"Spectrum";"Each";"China";"No";"Green";"";"5065022450672";"20";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-SBS-Battery-Side.jpg?v=1781627664";"";"";"";"";"";"";"";"";"";"";"9";"8";"15";"cm";"710";"g";"Contains lithium-ion cells. Do not dispose of in household waste or incinerate. Recycle at a designated battery collection point or recycling centre.";"Box";"40V 2.0Ah";"18650 lithium-ion cells for stable, consistent";"Compact and lightweight at 710g";"";"";"";"";"";"";"No";"Yes";"";"";"";"";"Electrical product; keep dry. Moving/sharp parts. Read the instruction manual and wear suitable PPE before use.";"";"Yes";"Removable Lithium-ion Packs";"Contains lithium-ion cells. Do not dispose of in household waste or incinerate. Recycle at a designated battery collection point or recycling centre.";"";"";"";"";"";"2.0";"Amp hours";"Lithium Ion (Li-ion)";"";"";"Lithium Ion (Li-ion)";"";"";"";"";"";"";"";"";"";"";"";"40";"Volts (DC)";"";"";"";"";"40";"";"";""
