"shopifyHierarchyId";"sku";"description";"marketingText";"brand";"unitQuantity";"countryOfOriginName";"ageRestriction";"baseColour";"specificColour";"barcode";"vatRate";"image1";"image2";"image3";"image4";"image5";"image6";"image7";"image8";"image9";"image10";"variationId";"width";"height";"depth";"dimensionsUom";"grossWeight";"weightUom";"recycleAdvice";"packagingType";"productFeatures1";"productFeatures2";"productFeatures3";"shippingWidth";"shippingHeight";"shippingDepth";"shippingDimensionsUom";"shippingWeight";"shippingWeightUom";"aerosolPressurisedContainers";"containsBattery";"whatIsInBox";"usageCount";"numberOfUnits";"numberOfPieces";"safetyWarnings";"manufacturersAddress";"isWeeeApplicable";"batteryChargerSize";"batteryChargerBatteriesAreIncluded";"batteryChargerBatteryComposition";"batteryChargerBatteryType";"batteryChargerBatteryWeight";"batteryChargerBatteryWeightUnitOfMeasure";"batteryChargerCableLength";"batteryChargerChargingTime";"batteryChargerChargingTimeUnitOfMeasure";"batteryChargerCompatibleDevices";"batteryChargerControlMethod";"batteryChargerCurrentRating";"batteryChargerCurrentRatingUnitOfMeasure";"batteryChargerEuSparePartAvailabilityDuration";"batteryChargerEuSparePartAvailabilityDurationUnitOfMeasure";"batteryChargerInputVoltage";"batteryChargerInputVoltageUnitOfMeasure";"batteryChargerLithiumBatteryEnergyContent";"batteryChargerLithiumBatteryEnergyContentUnitOfMeasure";"batteryChargerLithiumBatteryPackaging";"batteryChargerManufacturerWarrantyDescription";"batteryChargerModelName";"batteryChargerModelNumber";"batteryChargerNumberOfBatteries";"batteryChargerNumberOfLithiumIonCells";"batteryChargerNumberOfLithiumMetalCells";"batteryChargerOutputVoltage";"batteryChargerOutputVoltageUnitOfMeasure";"batteryChargerWattHoursPerBattery"
"gid://shopify/TaxonomyCategory/el-7-15-2-4";"SBSCDC";"Spectrum SBSCDC 40V Dual Battery Charger (2A Fast Charge)";"Charge Two Batteries at Once - Spectrum 40V Dual Fast Charger When one battery isn't enough to get through the job, the Spectrum SBSCDC Dual Battery Charger keeps you moving. Charge two Spectrum 40V lithium-ion batteries simultaneously - both at a full 2A output - so you're never waiting idle while your tools sit unused. At 2A per port, it replenishes a 2.0Ah battery in roughly an hour and a 4.0Ah pack in around two. Run one tool continuously by rotating two batteries through the charger, or simply top up your full kit in a single charging session. The unit is compact for a dual charger - 20x17x9cm and just 750g - and sits neatly on a workbench, shelf, or in a tool store. Built-in charge management monitors each port independently, cutting off automatically at full capacity to protect battery health regardless of which battery finishes first. Compatible with all Spectrum 40V lithium-ion batteries (2.0Ah and 4.0Ah).";"Spectrum";"Each";"China";"No";"Green";"";"5065022450702";"20";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-SBSCDC-Twin-Battery-Charger-Main.jpg?v=1781627647";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-SBSCDC-Twin-Battery-Charger-Close.jpg?v=1781627651";"";"";"";"";"";"";"";"";"";"20";"17";"9";"cm";"750";"g";"Recycle responsibly. Do not dispose of in general household waste; take to a local recycling centre (WEEE).";"Box";"Charges two Spectrum 40V batteries simultaneously";"2A per port";"Independent charge management on each port";"";"";"";"";"";"";"No";"No";"";"";"";"";"Electrical product; keep dry. Moving/sharp parts. Read the instruction manual and wear suitable PPE before use.";"";"Yes";"";"No";"";"";"";"";"";"";"";"Spectrum 40V lithium-ion batteries";"";"2";"Amps";"";"";"40";"";"";"";"";"";"Spectrum SBSCDC";"SBSCDC";"";"";"";"40";"Volts (DC)";""
