"shopifyHierarchyId";"sku";"description";"marketingText";"brand";"unitQuantity";"countryOfOriginName";"ageRestriction";"baseColour";"specificColour";"barcode";"vatRate";"image1";"image2";"image3";"image4";"image5";"image6";"image7";"image8";"image9";"image10";"variationId";"width";"height";"depth";"dimensionsUom";"grossWeight";"weightUom";"recycleAdvice";"packagingType";"productFeatures1";"productFeatures2";"productFeatures3";"shippingWidth";"shippingHeight";"shippingDepth";"shippingDimensionsUom";"shippingWeight";"shippingWeightUom";"aerosolPressurisedContainers";"containsBattery";"whatIsInBox";"usageCount";"numberOfUnits";"numberOfPieces";"safetyWarnings";"manufacturersAddress";"soilTillerCultivatorModelName";"soilTillerCultivatorSize";"soilTillerCultivatorControlMethod";"soilTillerCultivatorEngineType";"soilTillerCultivatorEuSparePartAvailabilityDuration";"soilTillerCultivatorEuSparePartAvailabilityDurationUnitOfMeasure";"soilTillerCultivatorMaterialComposition";"soilTillerCultivatorModelNumber";"soilTillerCultivatorModelYear";"soilTillerCultivatorPowerPlugType";"soilTillerCultivatorPowerSource";"soilTillerCultivatorSeatHeight";"soilTillerCultivatorSeatingCapacity";"soilTillerCultivatorSpecialFeature";"soilTillerCultivatorVoltage"
"gid://shopify/TaxonomyCategory/hg-12-3-11-2";"C-TG60FTTR";"Spectrum TG60FTTR Front-Tine Petrol Cultivator - 212cc, 7HP, 30/60cm Adjustable Width";"The Spectrum TG60FTTR is the front-tine cultivator we'd put in front of any allotment holder, smallholder or serious vegetable grower who needs to turn over big plots without the cost or weight of a rear-tine machine. A 212cc OHV engine, 24 hardened steel tines and a 60cm working width - adjustable down to 30cm - make short work of established beds, and the reverse gear gets you out of trouble when the ground has other ideas. 212cc OHV engine, 7HP at the tines The air-cooled, overhead-valve engine puts out a genuine 7HP / 5.2kW and drives the tine rotors through a torque-optimised belt. OHV construction runs cooler and burns cleaner than older side-valve engines - longer-lasting, quieter, and more fuel-efficient over a working session. 3.6-litre tank. 60cm working width - drop to 30cm for tight rows Six four-tine rotors give a full 60cm working path for fast bed preparation. Remove the outer rotor sets and the working width drops to 30cm, perfect for cultivating between established rows of vegetables, fruit canes or flower borders without damaging the crop. Most front-tine machines force you to commit to one width - the TG60FTTR lets you switch in minutes. Adjustable depth up to 330mm A depth-adjustable brake shoe controls how aggressively the tines dig in - from a 100mm pass for surface weeding through to a full 330mm bite for deep ploughing ahead of root crops. Heavy-duty steel construction holds the rotors true even in stony or clay-heavy ground. Reverse gear and a front transport wheel A dedicated reverse gear is the feature people miss most until they own a machine that has one - free yourself from a dug-in corner, back out of a hedge line or simply reposition without lifting 54kg of cultivator. A front-mounted transport wheel folds down for moving between shed and plot, then lifts clear when you're working. Delivery and assembly The TG60FTTR ships boxed for home assembly. If you'd rather have it delivered ready to run, add our Pre-Delivery Inspection (PDI) service - we'll assemble, fuel-check and test the machine in our workshop before van delivery, with a short handover at the door. Why buy from 5-year Spectrum warranty (T&C's apply) - supported directly by us, not by a generic distributor UK stock, UK dispatch, UK after-sales Spare parts and service support available throughout the warranty period";"Spectrum";"Each";"China";"No";"Green";"";"5065022450207";"20";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Cultivator-Left-e1741862653199.jpg?v=1781019608";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Handles.jpg?v=1781019611";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Engine-1.jpg?v=1781019615";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Engine.jpg?v=1781019617";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Front-Wheel.jpg?v=1781019621";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Transport-Wheel.jpg?v=1781019624";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Cultivator-Right-e1741862629913.jpg?v=1781019627";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/Spectrum-Cultivator.jpg?v=1779349230";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Cultivator-Right-e1741862629913_c4ec6b92-e80c-4b52-86ca-45f0d1715668.jpg?v=1781019630";"https://cdn.shopify.com/s/files/1/0654/0004/5735/files/tesco-Spectrum-TG60FTTR-Transport-Wheel_74d21aac-c40c-4fd7-838e-a8bc9c22f1ac.jpg?v=1781019633";"";"";"";"";"";"54";"kg";"Recycle metal and packaging responsibly; drain fuel and oil before disposal.";"Box";"212cc 4-stroke OHV petrol engine, 7HP / 5.2kW";"24 hardened steel tines on six four-tine rotors";"Adjustable working width";"";"";"";"";"";"";"No";"No";"";"";"";"";"Petrol engine — do not run in enclosed spaces; hot surfaces and moving parts. Read the instruction manual and wear suitable PPE before use.";"";"Spectrum C-TG60FTTR";"";"";"";"";"";"Steel";"C-TG60FTTR";"";"";"";"";"";"";""
